title,location,image,link,details,hosts,main_host,Perks,categories,start,end
Dodgeball Club Practice,Campus Recreation Center Wood Court #3,https://se-images.campuslabs.com/clink/images/693b0b8d-5226-4889-829e-d83ec998679e396662c4-44db-42ff-90c5-954ecd037cfc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971313,Join us in the Rec Center Wood Courts for a fun practice for all skill levels to play dodgeball and other fun versions of the game together!,Dodgeball Club,Dodgeball Club,Credit,Sporting/Athletic Program,1743010200,1743015600
Plant Sale,SAC Lobby 03,https://se-images.campuslabs.com/clink/images/77add03f-6b1c-49e6-9d4b-9614b3bccc5fef781dee-4d20-42ca-971a-5cc0c52fbbdb.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11066628,Come check out our exclusive selection of plants grown by the Greenhouse Club and adopt a little plant buddy!,Greenhouse Club,Greenhouse Club,Credit,,1743012000,1743015600
College Republicans GBM,Frey 205,https://se-images.campuslabs.com/clink/images/8cf5bf1b-5476-491e-8fdf-91a7fa434ff525e11d09-e7e2-4d29-8c16-de73f2eb8753.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11051374,"Come join theStony Brook College Republicansfor our weeklyGeneral Body Meeting (GBM)! - Discuss the latest political news and how it affects our campus and country! - Participate in member presentations, workshops, games, guest speakers and more! - Find internship opportunities in local government! - Take advantage of a platform for conservative students to speak freely on campus! General Body Meetings are1: 00PM - 2: 00PMonWednesdaysinFrey Hall Room 205.",College Republicans,College Republicans,Credit,Social Action,1743012000,1743015600
Gap Year Experiences In Healthcare,SAC 306,https://se-images.campuslabs.com/clink/images/1ac7f1c3-d6ef-40f7-bc1d-182b9f29235a4dc7f22f-998a-408e-abd2-e698b2409dff.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11013815,"Register on Handshake! Are you taking a year or two off before applying to graduate programs in healthcare? Are you unsure how to best utilize your time during your gap year/s? If so, you should attend the workshop to learn about experiences such as internships, fellowships, PT & FT employment (clinical & non - clinical), and volunteering. Students will leave with a list of healthcare - related gap year opportunities that align with their future path. In addition, we will talk about factors to consider when taking a gap year and how to set yourself up for success before you apply to professional healthcare programs.",Career Center,Career Center,Credit,Career/Networking,1743012000,1743015600
Spring '25 Open Practice,Walter J. Hawrys Campus Recreation Center,https://se-images.campuslabs.com/clink/images/20e7feb9-8664-455e-a134-93b904bb66d1f3949acf-4645-491c-973c-90ec0b90313b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971556,"Our weekly practices focus on developing skills that can translate to both athletic ability and personal life skills. This time allows for the engagement with a community of girls who enjoy playing the game of basketball together. We are also using this time to prepare for club events, games, tournaments, etc.",Women's Club Basketball,Women's Club Basketball,Credit,,1743021000,1743024600
HIV Testing and PrEP Consultations,"CPO Office, Union 108",https://se-images.campuslabs.com/clink/images/296e0435-542a-4d52-a9eb-4122929edab383f46b03-158d-4f78-8509-bb704293e54e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10927300,"Free and Confidential HIV testing and PrEP Consultations Located in the CPO Office, Union 108 Appointments are required: Call or Text(631) 219 - 9174 March 12th, March 26th, April 2nd, April 16th, April 30th, May 14th, May 28th 11am - 5pm",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,1743004800,1743026400
Weekly SBU Kendo Armor Practice,MAC Court in Recreation Center,https://se-images.campuslabs.com/clink/images/ff073285-0b24-48b1-aa4d-1e96b1e959b8e38293a0-4797-4fc4-9da7-b74a10c58d7f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11032881,"Weekly SBU kendo armor practice at the MAC court. *The MAC court is located in the basement of the Recreation Center. No experience is needed, everyone is welcome. All equipment will be provided.",Kendo Club at SBU,Kendo Club at SBU,Credit,Sporting/Athletic Program,1743021000,1743026400
Coping and Connection: Drop-in Support Space,Union 108,https://se-images.campuslabs.com/clink/images/c0d78b48-2125-4fed-b7b2-f34d0bbea1cd268a663a-2fcc-4b55-a848-5a13a016d1e7.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10972984,"A drop - in support space for Stony Brook survivors or supporters of survivors of sexual or relationship violence. A space to connect, meditate, journal, craft, and learn about resources available on and off campus.",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,1743022800,1743026400
CPO Mini-Series: Anxiety Toolbox,CPO (Union 108),https://se-images.campuslabs.com/clink/images/f1085d95-e724-48b4-bfb3-c303b62ed741a5c63f39-dc62-4dd8-a305-040172bf26ec.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11012356,Learn more about recognizing the signs of anxiety as well as strategies and resources for managing anxiety symptoms. Email prevention_outreach@stonybrook. edu for accessibility needs.,Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,1743026400,1743030000
Architecture and Urban Design Club: General Body Meeting,SAC 302,,https://stonybrook.campuslabs.com/engage/event/10853816,"Hosted by Architecture and Urban Design Club at SBU, general body meetings involve various different activities that challenge members to think critically about the architecture and spaces around them. Over the course of the semester, members will work in various groups rethinking some of the most underwhelming spots on campus. Each group will draw, write, and communicate creative design solutions that are specific to the selected site through intensive discussion and creative sessions. Members will create visuals that best represent their project and if time and effort provides, may feature detailed renderings. These projects typically span a couple of weeks during each meeting and are a great experience for those looking to develop their creative portfolios or gain experience in collaborative environments. The club also seeks to incorporate additional activities for members to get involved in that pertain to architecture and urban design.",Architecture and Urban Design Club,Architecture and Urban Design Club,Credit,,1743030000,1743033000
AMA GBM 3/26,SAC 304,https://se-images.campuslabs.com/clink/images/f1c810c8-c61d-4340-a6c4-9d797d594d5180d6d9f8-ba11-4849-83e4-583b6ae21fe8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10765696,AMA GBM Stay tuned for more!,American Marketing Association,American Marketing Association,Credit,,1743033600,1743036600
Peace Action GBM,E&SSCI 069,https://se-images.campuslabs.com/clink/images/768bf7f0-7037-42d4-9c9f-0b8b1dc2e3a254fc5b71-9386-489d-99db-517207292d9b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007122,"Peace Action is the nation’slargest grassroots peace network, with chapters and affiliates across the country placing pressure on congress and the administration to promote peace.",Peace Action Stony Brook University,Peace Action Stony Brook University,Credit,Social Action,1743033600,1743037200
Actors Conservatory GBM,Melville Library E4310,https://se-images.campuslabs.com/clink/images/7d0308fd-7dce-448b-8a39-06ed886c49ee3525f35b-a51b-46ee-bee3-7dcf0acc5cda.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10967085,Join us in playing theatre - related games and find out more about our ongoing productions!,Actors Conservatory,Actors Conservatory,Credit,,1743033600,1743037200
Environmental Club GBM,SAC 302,,https://stonybrook.campuslabs.com/engage/event/11007671,Weekly general body meeting for environmental club.,Environmental Club,Environmental Club,Credit,,1743037200,1743040200
Wolfie's Big Band Rehearsal,Union L03 (Basement Rehearsal Room),https://se-images.campuslabs.com/clink/images/420df191-3cdf-4afa-a110-74c3b957069c86226380-2c02-48b7-b589-a4f2ab6fa1f0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10452148,"Wolfie's Big Band weekly rehearsal, practicing and working through music for upcoming performances throughout the semester. Anyone is welcome to attend and participate, new members are always welcome! (We recommend members have a basic ability to read music and play an instrument. )General Rehearsal Schedule: 6: 00 - 6: 10 General Announcements and Welcome7: 10 - 7: 00 Rehearsing Music7: 00 - 7: 10 Break7: 10 - 8: 00 Rehearsing Music8: 00 - 8: 50 Additional rehearsal as needed, individual practice8: 50 - 9: 00 Clean - up",Wolfie’s Big Band,Wolfie’s Big Band,Credit,Performance,1743030000,1743040800
QPR Virtual Training,Virtual,https://se-images.campuslabs.com/clink/images/874951e1-12a5-4244-af2c-fe103c914fe31e9f7664-fee1-4641-a632-dcbb36abed84.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10836557,"Part of the CPO Upstander program - QPR teaches you how to recognize the signs of suicide and how to instill hope to live. You must register for this training attinyurl. com/cpobystander To earn theUpstander Award(includes a certificate and graduation cord), you will need to complete the following: May 2026 graduates: complete Red Watch Band, QPR and Green Dot by January 1, 2026 May 2027 graduates: complete Red Watch Band, QPR and Green Dot by January 1, 2027 May 2028 graduates: complete Red Watch Band, QPR, Green Dot AND Hands - Only CPR by January 1, 2028 For accessibility needs please contact prevention_outreach@stonybrook. edu",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,,1743033600,1743040800
KSA x JSO Spring Event,SAC Ballroom A,https://se-images.campuslabs.com/clink/images/d31097db-498b-4acf-bc33-d9f8bc5c802428d2402a-a6f4-422a-84e2-b2d12d6f258c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10846389,KSA and JSO will be holding a collab event to celebrate similar customs!,Japanese Student Organization,Japanese Student Organization,Credit,,1743033600,1743040800
Field Hockey Club Practice,Campus Recreation Outdoor South Field Complex- Field A,https://se-images.campuslabs.com/clink/images/670ea046-7052-4ec1-8151-47b4a157a7e0b36b1345-2074-4b90-8019-dd391ca329a8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971475,"Join Stony Brook Field Hockey Club! We practice every week on Monday and Wednesday from 7 - 9PM. NO PRIOR EXPERIENCE IS REQUIRED TO PLAY! Whether you are new to the sport or have years of experience, we encourage you to join us! Equipment is provided.",Field Hockey Club Team,Field Hockey Club Team,Credit,,1743033600,1743040800
USG Probationary Budget Committee Meetings (PBC) Spring 2025,"SAC 202, USG Suite",https://se-images.campuslabs.com/clink/images/6fa50c6c-49b4-4fe2-a043-952ce3f1165723a6ff66-92f2-4726-9697-10696b8e6908.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11065054,"The Undergraduate Student Government Probationary Budget Committee is one of many committees held by the USG. The Probationary Budget Committee works towards reviewing PBC applications submitted by currently unfunded Clubs & Organizations. Agendas to each Probationary Budget Committee Meeting are available upon request, and Meeting Minutes to each Probationary Budget Committee Meeting are available onthe USG Website. For Zoom Accessibility, or for any other questions, comments, and/or concerns, please do not hesitate to reach out to the Office of the VP of Clubs & Orgs: usg_clubsandorgs@stonybrook. edu",Undergraduate Student Government,Undergraduate Student Government,Credit,,1743033600,1743040800
Tiramisu Night !,Wagner Hall,https://se-images.campuslabs.com/clink/images/50ffbe0d-1f3c-4e38-9b2a-adfbafef1f4f8407e6a5-527e-4338-9422-609e6125d1ec.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11062388,"Join Wagner Hall Council in making Tiramisu! This may be a longer process, where some things may be done the day before so that everyone gets their tiramisu quickly! This will be held during our GBM in the kitchen! We hope to see you there!",Roosevelt Community,Roosevelt Community,"Free Food, Credit",,1743037200,1743040800
Wagner Hall General Body Meeting,Wagner Lounge,https://se-images.campuslabs.com/clink/images/856f092c-102f-4a38-ba09-6f414649303da1de8150-3506-47b3-8666-1f77d28874cd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10981383,"Come join Wagner Hall Council, get the news for upcoming events, and connect with the dorm!",Roosevelt Community,Roosevelt Community,"Free Food, Credit",,1743037200,1743040800
